79.9414,50.4147
40.0927,49.9817
119.9873,99.5179
80.0185,99.9044
79.7274,100.4131
119.6678,50.4675
80.0735,100.0329
80.1252,100.4925
39.6094,49.9185
40.0241,50.0439
40.1476,49.5647
39.774,100.2811
79.516,50.1775
39.8702,50.3144
119.6462,100.3632
40.1564,99.5694
79.5161,50.441
80.2277,99.6244
119.9496,100.1712
40.2443,99.9607
39.9521,49.887
80.3456,99.5998
79.65,99.5421
79.501,100.3181
39.9736,49.9071
119.7048,49.781
120.1142,100.1279
120.3279,49.5357
80.4592,50.3209
80.188,100.4434
120.1737,50.0137
80.1933,99.8979
80.2264,49.8159
39.8627,99.8313
39.9103,50.2715
80.1296,100.1955
39.8976,99.9944
39.9902,50.1302
39.5296,99.5859
79.7927,49.6429
40.4169,49.803
39.6152,49.9841
40.1108,100.4547
80.0306,50.4351
119.5599,99.5054
39.775,100.0866
39.5287,49.9682
40.0649,50.2071
40.2871,50.4012
120.1963,49.5254
39.578,100.3357
80.3726,99.6093
39.956,100.2638
119.9335,99.6444
39.5967,100.4824
40.0283,50.3703
40.34,99.6812
120.4496,99.776
40.0441,50.2769
39.7813,99.8926
120.1346,100.255
80.4846,100.0542
39.778,99.9692
80.225,99.7336
119.671,99.5242
39.699,50.0031
80.1694,50.1901
80.0296,100.2619
40.0811,50.4178
39.5256,49.8537
80.1238,100.158
39.8755,100.3982
120.184,50.2876
119.9881,100.4689
79.9013,99.6658
80.4233,49.5927
79.5857,49.7495
40.292,99.6071
80.0989,49.5985
119.7867,50.2082
39.5605,100.2298
120.4674,100.2046
119.8848,99.5921
40.0543,49.7344
79.8385,49.9709
39.5155,49.8992
39.8402,100.1019
80.0319,50.0348
120.2629,100.3692
79.7711,49.6843
80.4546,50.1373
39.9018,50.1499
79.8006,100.4068
79.7598,100.4011
79.814,50.1666
40.1157,99.8415
39.5563,99.5872
79.7173,100.1392
79.8094,99.5638
80.3656,49.7954
120.4607,99.6185
120.1861,49.732
40.3413,100.2427
40.47,50.3902
80.416,99.9969
40.427,100.3935
120.3817,49.8255
119.7028,100.1475
80.108,99.5888
40.4221,49.7453
120.4746,100.4467
39.8881,49.8298
39.8407,99.6082
80.2714,100.2246
39.6424,99.8443
119.7531,49.8762
80.3421,100.1879
80.3837,50.0627
79.7457,50.1875
80.2442,99.5929
39.7633,50.0087
80.1427,49.5781
80.22,50.1494
40.3366,50.4017
40.1401,99.949
120.4342,50.3097
80.4315,100.2589
119.6166,49.8173
40.0783,100.1719
40.1713,100.3556
120.2587,100.4229
39.5512,49.8184
40.163,49.686
79.9361,100.3239
120.1835,100.2227
39.5005,99.6821
39.6245,99.9978
120.0506,100.0908
120.4194,100.0613
79.8697,99.8782
120.0714,50.2443
119.5368,99.6783
80.234,50.2688
39.683,99.612
40.2209,100.1507
40.269,50.3041
79.5498,49.9731
80.2456,49.6956
119.6247,100.2396
79.8968,49.8374
119.5292,50.2042
40.4601,100.2867
39.874,49.6937
79.8439,100.1195
39.5698,100.1822
39.9205,50.4983
40.0257,99.9925
79.6753,50.2586
39.948,49.8211
79.5137,99.9717
119.8966,99.8846
39.6696,99.632
80.005,100.3332
79.9477,49.7224
80.0541,99.6743
80.4307,49.96
79.6363,99.7569
119.5951,100.0453
40.3046,99.9143
120.4298,50.3886
79.917,100.1167
79.8028,49.5574
120.181,99.7312
119.872,99.6396
79.9401,50.3786
119.7871,49.7264
40.1044,99.6516
39.8872,49.7143
39.5972,50.3134
119.796,50.3165
40.2154,100.4928
119.8488,49.8793
39.5931,50.4108
80.1171,99.8436
80.218,49.5272
39.5651,49.9253
119.6096,100.3354
39.593,99.9905
119.9696,100.1617
39.9494,49.5144
80.1186,49.9784
79.703,99.5735
40.4678,100.201
120.0789,50.2132
79.7132,50.0765
79.704,99.5959
79.9238,100.3075
40.4313,50.0591
120.4594,50.117
40.3135,50.3278
120.2731,100.0026
79.8473,49.7686
119.8563,100.1565
39.8358,50.3086
39.8064,100.4009
80.2047,99.867
120.0003,99.6005
119.7772,49.713
40.0272,49.5744
120.4867,100.2476
40.4152,50.0233
119.5852,100.0367
79.9713,50.1465
79.9333,50.1937
119.6821,49.5579
119.6886,50.1285
80.2497,50.4638
40.0034,100.0847
80.1712,99.7022
119.8396,49.9476
120.2959,50.126
119.5191,99.6916
120.142,100.0731
119.9495,99.8648
120.0366,49.9692
79.8237,99.689
40.0748,49.7859
40.3894,50.159
40.3281,50.0483
39.5971,49.9676
80.4535,50.3334
80.4116,49.8099
80.1702,99.6782
40.2917,99.5422
120.2548,49.5505
119.937,100.1901
80.2835,50.2932
120.0519,50.1236
120.4968,50.2071
120.2865,49.7264
